FAC_CD,DTA_TYP_CD,ACCTG_YR,ACCTG_PRD_NO,JE_NO,IP_ENT_NO,JE_GRP_NO,SEQ_NO,PCTR_FAC_CD,PCTR_LWR_TIER_1,PCTR_LWR_TIER_2,FNCL_ORG_CD,FNCL_ORG_TYP,NEW_FNCL_ACCT_NO,BDGT_SRC_CD,PRD_VAR_CD,CCY_CD,SRC_CCY_CD,ACCTG_ORD_NO,LBR_OR_MATL_IND,CTL_ACCT_NO,JE_DR_AMT,RCVBL_INVC_CTL_NO,JE_NM,NON_US_LOCL_CD,TX_CD,CNVRT_RATE,CCY_CNVRT_DT,TRNSLT_CCY_CD,TRNSLT_AMT,VAT_AMT,PRCH_DT,CCY_RATE_TYP_CD,SRC_AMT,FOGAP_SRC_IND,DEPT_NO,CCY_TRNSLT_DT,TRNSLT_RATE,PROD_SER_NO,SLS_MDL_NO,CAT_ID_NO,CUST_CD,MFG_FAC_CD,BUY_FAC_CD,JE_HR,PART_PROD_CD,JE_MISC_QTY,SUPP_ID_CD,LAST_UPDT_ACTV_ID,UPDT_USER_LOGON_ID,LAST_UPDT_TS,OWN_FNCL_ORG_ORG,OWNER_CLS_CD,SF_CDC_TS
JA,F,2025,04,LEA,002,1,25,TY,,TYXXX,AAAAA,R,G170200202,AMT,,USD,USD,0,,,1812.98,176748,Monthly Activity,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,1812.98,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,LEA,002,1,19,TY,,TYXXX,AAAAA,R,G170200202,AMT,,USD,USD,0,,,1755.62,181739,Monthly Activity,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,1755.62,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,LEA,002,1,32,TY,,TYXXX,AAAAA,R,S174901000,AMT,,USD,USD,0,,,16.22,181286,Monthly Activity,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,16.22,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,LEA,002,1,14,RY,,,AAAAA,R,S172100000,AMT,,USD,USD,0,,,570.20,181286,Monthly Activity,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,570.20,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,LEA,003,1,8,TY,,TYXXX,AAAAA,R,G170200201,AMT,,USD,USD,0,,,9969.98,180642,ST/LT Reclass,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,9969.98,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,LEA,003,1,18,TY,,TYXXX,AAAAA,R,G170200202,AMT,,USD,USD,0,,,-7917.08,179387,ST/LT Reclass,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,-7917.08,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,LEA,002,1,13,RY,,,AAAAA,R,S172100000,AMT,,USD,USD,0,,,156.35,179209,Monthly Activity,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,156.35,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,LEA,003,1,20,TY,,TYXXX,AAAAA,R,G170200202,AMT,,USD,USD,0,,,1186.82,176747,ST/LT Reclass,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,1186.82,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,LEA,003,1,26,TY,,TYXXX,AAAAA,R,G170200202,AMT,,USD,USD,0,,,-1476.53,179209,ST/LT Reclass,,,1.00000000,0001-01-01,,0.00,0.00,2025-04-01,,-1476.53,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1US8905,2025-04-28 11:27:08.000,     , ,2025-04-28 16:30:11.000
JA,F,2025,04,918,000,28,1,RY,,,82030,R,1069,AMT,,USD,,15727,,,9.80,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-29 04:08:30.000,     , ,2025-04-29 09:08:40.000
JA,F,2025,04,918,000,28,1,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,15727,,,-9.80,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-29 04:08:30.000,     , ,2025-04-29 09:08:40.000
JA,F,2025,04,918,000,28,2,RY,,,98000,R,1069,AMT,,USD,,40193,,,1261.00,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0990,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-29 04:08:30.000,     , ,2025-04-29 09:08:40.000
JA,F,2025,04,918,000,28,2,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,40193,,,-1261.00,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-29 04:08:30.000,     , ,2025-04-29 09:08:40.000
JA,F,2025,04,881,001,400,1,RY,,,84080,R,2247,,,USD,,0,M,,145.65,927568,USO MIT - ISSUED BY FAC. 47,,,0.00000000,0001-01-01,,0.00,0.00,2025-04-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,Z177,,JA,0.0,,0,,A,Z1QS6720,2025-04-29 08:10:12.000,,,2025-04-29 13:10:21.000
JA,F,2025,04,881,001,400,1,TY,,TYXXX,AAAAA,R,G985300000,,,USD,,0,M,,-145.65,927568,USO MIT - ISSUED BY FAC. 47,,,0.00000000,0001-01-01,,0.00,0.00,2025-04-01,,0.00,M,,0001-01-01,0.00000000,,,,Z177,,JA,0.0,,0,,A,Z1QS6720,2025-04-29 08:10:12.000,,,2025-04-29 13:10:21.000
JA,F,2025,04,WF9,000,555,1,RY,,,AAAAA,R,S1701008JA,,,USD,USD,,,,-541244.10,,GLSWLOAD MISC/OTHER IE'S DATA TYPE F,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-541244.10,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,CXJD0F3,2025-05-06 13:07:19.091,,,2025-05-06 18:17:20.000
JA,F,2025,04,WF9,000,555,1,TY,,TYXXX,AAAAA,R,G985300000,,,USD,USD,,,,541244.10,,GLSWLOAD MISC/OTHER IE'S DATA TYPE F,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,541244.10,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,CXJD0F3,2025-05-06 13:07:19.091,,,2025-05-06 18:17:20.000
JA,F,2025,04,679,000,13,1,TY,,TYXXX,AAAAA,R,G985300000,,,USD,USD,,,,-1971.43,,GMMSVC.CHARGES - APRIL 2025,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-1971.43,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,TK$YCA1,2025-05-02 06:15:10.533,,,2025-05-02 11:15:26.000
JA,F,2025,04,679,000,13,1,RY,,,AAAAA,R,S1713023JA,,,USD,USD,,,,1971.43,,GMMSVC.CHARGES - APRIL 2025,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,1971.43,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,TK$YCA1,2025-05-02 06:15:10.533,,,2025-05-02 11:15:26.000
JA,F,2025,04,937,000,22,4,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-180.00,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-180.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,7,RY,,,83021,R,2259,AMT,,USD,USD,0,,,-122.23,            ,60632137_Martin_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-122.23,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,2,RY,,,83006,R,1087,AMT,,USD,USD,0,,,180.00,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,180.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,6,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-530.66,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-530.66,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,1,RY,,,83006,R,1066,AMT,,USD,USD,0,,,585.00,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,585.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,5,RY,,,83006,R,2259,AMT,,USD,USD,0,,,-1507.52,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-1507.52,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,WF9,000,707,20,RY,,MMSSL,83004,R,2302,,,USD,USD,,,,11277.42,I001740540,INCORRECT ACCT FOR TEMP EES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,11277.42,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,26,RY,,MMSSL,83005,R,2428,,,USD,USD,,,,-244.26,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-244.26,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,12,RY,,MMSSL,80525,R,0661,,,USD,USD,,,,9451.18,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,9451.18,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,34,RY,,MMSSL,86055,R,2484,,,USD,USD,,,,89.25,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,89.25,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,25,RY,,MMSSL,83005,R,2401,,,USD,USD,,,,-380.28,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-380.28,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,10,RY,,MMSSL,80525,R,0001,,,USD,USD,,,,9308.78,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,9308.78,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,17,RY,,MMSSL,80525,R,2428,,,USD,USD,,,,5483.08,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,5483.08,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,33,RY,,MMSSL,86055,R,2428,,,USD,USD,,,,244.26,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,244.26,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,30,RY,,MMSSL,86055,R,0661,,,USD,USD,,,,327.78,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,327.78,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,3,RY,,MMSSL,80520,R,0661,,,USD,USD,,,,-9451.18,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-9451.18,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,1,RY,,MMSSL,80520,R,0001,,,USD,USD,,,,-9308.78,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-9308.78,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.793,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,27,RY,,MMSSL,83005,R,2484,,,USD,USD,,,,-89.25,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-89.25,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,32,RY,,MMSSL,86055,R,2401,,,USD,USD,,,,380.28,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,380.28,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,29,RY,,MMSSL,86055,R,0642,,,USD,USD,,,,88.96,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,88.96,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,5,RY,,MMSSL,80520,R,2387,,,USD,USD,,,,-254.76,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-254.76,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,18,RY,,MMSSL,80525,R,2484,,,USD,USD,,,,4707.18,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,4707.18,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,11,RY,,MMSSL,80525,R,0090,,,USD,USD,,,,93421.44,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,93421.44,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,8,RY,,MMSSL,80520,R,2428,,,USD,USD,,,,-5483.08,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-5483.08,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,24,RY,,MMSSL,83005,R,2275,,,USD,USD,,,,-638.35,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-638.35,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,937,000,22,7,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-211.86,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-211.86,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,WF9,000,707,28,RY,,MMSSL,86055,R,0090,,,USD,USD,,,,2863.55,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,2863.55,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,23,RY,,MMSSL,83005,R,0661,,,USD,USD,,,,-327.78,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-327.78,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,31,RY,,MMSSL,86055,R,2275,,,USD,USD,,,,638.35,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,638.35,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,14,RY,,MMSSL,80525,R,2387,,,USD,USD,,,,254.76,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,254.76,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,4,RY,,MMSSL,80520,R,2275,,,USD,USD,,,,-724.18,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-724.18,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,15,RY,,MMSSL,80525,R,2401,,,USD,USD,,,,20898.00,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,20898.00,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,16,RY,,MMSSL,80525,R,2418,,,USD,USD,,,,2325.00,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,2325.00,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,2,RY,,MMSSL,80520,R,0090,,,USD,USD,,,,-93421.44,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-93421.44,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,21,RY,,MMSSL,83005,R,0090,,,USD,USD,,,,-2863.55,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-2863.55,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,13,RY,,MMSSL,80525,R,2275,,,USD,USD,,,,724.18,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,724.18,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,19,RY,,MMSSL,83004,R,0001,,,USD,USD,,,,-11277.42,I001740540,INCORRECT ACCT FOR TEMP EES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-11277.42,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
